id,name,price,keyfeatures,specs,url,warranty,emi,subtitle,rating,num_review,offers,insertdate,inserttime
1,"'Apple iPhone 5S'","Rs. 21,494",{},"{""Flash"": ""Dual LED"", ""Phone Book Memory"": ""Yes"", ""Video Player"": ""Yes, Supports H.264, MP4, M4V, MOV, Full HD"", ""Business Features"": ""Document Viewer, Microsoft Word, Microsoft Excel, Microsoft Power",http://www.flipkart.com/apple-iphone-5s/p/itme8ra4f4twtsva?pid=MOBDPPZZPXVDJHSQ&ref=L%3A-6075006493286973221&srno=p_1&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,"'Apple iPhone 6'","Rs. 35,999","""'Key Features of Apple iPhone 6\n            \n\n1.2 MP Secondary Camera\n4.7 inch Touchscreen\nBluetooth Support\nFull HD Recording\niOS 9\n8 MP Primary Camera\nWi-Fi Enabled'""","{""GPRS"": ""Yes"", ""In the Box"": ""Handset, Lightening Charger, Quick Start Guide, Data Cable, Headphone"", ""Video Player"": ""Yes, Supports H.264, MPEG4, PCM, AAC-LC, M4V, MOV, MJPEG, MP4, AVI, Full HD"", ""B",http://www.flipkart.com/apple-iphone-6/p/itme8dvfeuxxbm4r?pid=MOBEYHZ2YAXZMF2J&ref=L%3A-6075006493286973221&srno=p_2&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,"'Apple iPhone 5S'","Rs. 22,785","""'Key Features of Apple iPhone 5S\n            \n\nUp to 56x Faster GPU than the Original iPhone\nUltra-fast Wireless\nUp to 40x Faster CPU than the Original iPhone\n8 MP iSight Camera with 15% Large ","{""Flash"": ""Dual LED"", ""Phone Book Memory"": ""Yes"", ""Video Player"": ""Yes, Supports H.264, MOV, M4V, MP4, Full HD"", ""Business Features"": ""Document Viewer, Microsoft Word, Microsoft Excel, Microsoft Power",http://www.flipkart.com/apple-iphone-5s/p/itme8ra4f4twtsva?pid=MOBDPPZZVUJRG582&ref=L%3A-6075006493286973221&srno=p_3&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,"'Apple iPhone 6S'","Rs. 44,990",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmebysgqqaranas?pid=MOBEBY3VG2Z2HVGJ&ref=L%3A-6075006493286973221&srno=p_4&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,"'Apple iPhone 5S'","Rs. 26,648",{},"{""Flash"": ""Dual LED"", ""Phone Book Memory"": ""Yes"", ""Video Player"": ""Yes, Supports MOV, H.264, MP4, M4V, Full HD"", ""Business Features"": ""Document Viewer, Microsoft Word, Microsoft Excel, Microsoft Power",http://www.flipkart.com/apple-iphone-5s/p/itme8ms8gvttwhev?pid=MOBDPPZZXGKPFZN3&ref=L%3A-6075006493286973221&srno=p_5&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,"'Apple iPhone 6S'","Rs. 53,678","""'Key Features of Apple iPhone 6S\n            \n\n4.7 inch Touchscreen\nBluetooth Support\niOS 9\n5 MP Secondary Camera\nWi-Fi Enabled\n12 MP Primary Camera\n3D Touch & Live Photos'""","{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmeby3vdbfypzhj?pid=MOBEBY3VECD4BVVH&ref=L%3A-6075006493286973221&srno=p_6&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,"'Apple iPhone 6S'","Rs. 44,990",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmebysgrshyyfbg?pid=MOBEBY3VQC5F6AM4&ref=L%3A-6075006493286973221&srno=p_7&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,"'Apple iPhone 6S'","Rs. 44,990",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmebysgupjepunx?pid=MOBEBY3VRK2MSPMQ&ref=L%3A-6075006493286973221&srno=p_8&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,"'Apple iPhone 5S'","Rs. 28,298",{},"{""Flash"": ""Dual LED"", ""Phone Book Memory"": ""Yes"", ""Video Player"": ""Yes, Supports M4V, H.264, MP4, MOV, Full HD"", ""Business Features"": ""Document Viewer, Microsoft Word, Microsoft Excel, Microsoft Power",http://www.flipkart.com/apple-iphone-5s/p/itme8mrumyn4mr8y?pid=MOBDPPZZMY4DF4YH&ref=L%3A-6075006493286973221&srno=p_9&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,"'Apple iPhone 6S'","Rs. 55,287",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmebysgqertms7g?pid=MOBEBY3V6HYJHTUB&ref=L%3A-6075006493286973221&srno=p_10&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,"'Apple iPad Mini 4'","Rs. 28,900",{},"{""Internal Storage"": ""16 <i>(Available user memory of the device may be lower than the stated memory due to default pre-installed apps and device OS)</i>"", ""3G via Dongle"": ""No"", ""Display Type"": ""7.9 ",http://www.flipkart.com/apple-ipad-mini-4/p/itmectwghjbbuggm?pid=TABECTWG7HHZAW49&ref=L%3A-6075006493286973221&srno=p_11&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,"'Binatone Brick'","Rs. 2,121","""'Key Features of Binatone Brick\n            \n\n2 in 1 mobile phone or Bluetooth headset\nCharges smartphone via USB\nBuilt in power bank\nCharging cradle\nPair with Apple or Android smartphone via ","{""OS"": ""Propreitory v1 (Anna)"", ""Warranty Service Type"": ""Authorised Service Center"", ""SIM Type"": ""Single Sim, (Yes)"", ""Processor"": ""600 MHz + Yes, Single Core"", ""Phone Book Memory"": ""Yes, 300"", ""Mode",http://www.flipkart.com/binatone-brick/p/itme8q49fks6m8ff?pid=MOBE8Q49BNH6XH86&ref=L%3A-6075006493286973221&srno=p_12&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,"'Apple MD827ZM/B In-the-ear Headset with Remote and Mic'","Rs. 1,599",{},"{""In Sales Package"": ""Apple EarPods with Remote and Mic, Storage and Travel Case"", ""Headset Design"": ""Ear Clip"", ""Color"": ""White"", ""Noise Cancellation Headphones"": ""No"", ""Brand"": ""Apple"", ""Bluetooth"":",http://www.flipkart.com/apple-md827zm-b-in-the-ear-headset-remote-mic/p/itmdfqwy46wwdqdn?pid=ACCDFQWQZJ3MB4MT&ref=L%3A-6075006493286973221&srno=p_13&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,"'Apple iPhone 6'","Rs. 36,499","""'Key Features of Apple iPhone 6\n            \n\nBluetooth Support\n4.7 inch Touchscreen\niOS 8\nFull HD Recording\nWi-Fi Enabled\n8 MP Primary Camera\n1.2 MP Secondary Camera'""","{""GPRS"": ""Yes"", ""In the Box"": ""Handset, Lightening Charger, Quick Start Guide, Data Cable, Headphone"", ""Video Player"": ""Yes, Supports H.264, AAC-LC, MOV, M4V, MP4, AVI, MPEG4, MJPEG, PCM, Full HD"", ""B",http://www.flipkart.com/apple-iphone-6/p/itme8dvfeuxxbm4r?pid=MOBEYHZ2NUZGCHKN&ref=L%3A-6075006493286973221&srno=p_14&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,"'Apple iPhone 6S'","Rs. 58,000","""'Key Features of Apple iPhone 6S\n            \n\n4.7 inch Touchscreen\nBluetooth Support\niOS 9\n5 MP Secondary Camera\nWi-Fi Enabled\n12 MP Primary Camera\n3D Touch & Live Photos'""","{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmebysg5kgxugfk?pid=MOBEBY3VTD7ZHZQA&ref=L%3A-6075006493286973221&srno=p_15&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,"'Apple iPhone 6S'","Rs. 56,960",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s/p/itmebysgtmjq6gbw?pid=MOBEBY3VHDGMDK9Y&ref=L%3A-6075006493286973221&srno=p_16&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,"'Apple iPhone 6S Plus'","Rs. 52,000",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover Tool"", ""Video Player"": """,http://www.flipkart.com/apple-iphone-6s-plus/p/itmebysggxtbyupw?pid=MOBEBY3VXTHDJTUV&ref=L%3A-6075006493286973221&srno=p_17&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,"'Apple iPhone 6'","Rs. 50,899",{},"{""GPRS"": ""Yes"", ""In the Box"": ""Handset, Lightening Charger, Quick Start Guide, Data Cable, Headphone"", ""Video Player"": ""Yes, Supports AAC-LC, MOV, PCM, MPEG4, AVI, H.264, M4V, MP4, MJPEG, Full HD"", ""B",http://www.flipkart.com/apple-iphone-6/p/itme8ra6fzzme5sz?pid=MOBEYHZ2VSVKHAZH&ref=L%3A-6075006493286973221&srno=p_18&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,"'Apple iPhone 6S Plus'","Rs. 68,399",{},"{""GPRS"": ""Yes"", ""Java"": ""No"", ""Removable Battery"": ""No"", ""Video Calling"": ""Yes"", ""In the Box"": ""Handset, Apple EarPods with Remote and Mic, Lightning to USB Cable, USB Power Adapter, SIM Slot Remover ",http://www.flipkart.com/apple-iphone-6s-plus/p/itmebysghzuqtrge?pid=MOBEBY3WHRGP4BU7&ref=L%3A-6075006493286973221&srno=p_19&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,"'Apple iPhone 6'","Rs. 47,247",{},"{""GPRS"": ""Yes"", ""In the Box"": ""Handset, Lightening Charger, Quick Start Guide, Data Cable, Headphone"", ""Video Player"": ""Yes, Supports AAC-LC, MOV, M4V, MP4, MPEG4, PCM, H.264, MJPEG, AVI, Full HD"", ""B",http://www.flipkart.com/apple-iphone-6/p/itme8gfcs2dhysgq?pid=MOBEYHZ28FRMNDCW&ref=L%3A-6075006493286973221&srno=p_20&query=apple&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,"'Samsung Galaxy On7'","Rs. 10,190",{},"{""GPRS"": ""Yes"", ""Charging Point"": ""Micro USB"", ""Removable Battery"": ""Yes"", ""In the Box"": ""Handset, Stereo Headset, Travel Adaptor, Data Cable, Product User Guide, Battery"", ""Video Player"": ""Yes, Suppo",http://www.flipkart.com/samsung-galaxy-on7/p/itmedhx3jgmu2gps?pid=MOBECCA5Y5HBYR3Q&ref=L%3A202924140307302999&srno=p_1&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,"'Samsung Galaxy On5'","Rs. 8,190",{},"{""GPRS"": ""Yes"", ""Charging Point"": ""Micro USB"", ""Removable Battery"": ""Yes"", ""In the Box"": ""Handset, Stereo Headset, Travel Adaptor, Data Cable, Product User Guide, Battery"", ""Video Player"": ""Yes, Suppo",http://www.flipkart.com/samsung-galaxy-on5/p/itmedhx3uy3qsfks?pid=MOBECCA5FHQD43KA&ref=L%3A202924140307302999&srno=p_2&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,"'Samsung Galaxy On7'","Rs. 10,190",{},"{""GPRS"": ""Yes"", ""Charging Point"": ""Micro USB"", ""Removable Battery"": ""Yes"", ""In the Box"": ""Handset, Stereo Headset, Travel Adaptor, Data Cable, Product User Guide, Battery"", ""Video Player"": ""Yes, Suppo",http://www.flipkart.com/samsung-galaxy-on7/p/itmedhx3jgmu2gps?pid=MOBECCA5SMRSKCNY&ref=L%3A202924140307302999&srno=p_3&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,"'Samsung Galaxy On5'","Rs. 8,190",{},"{""GPRS"": ""Yes"", ""Charging Point"": ""Micro USB"", ""Removable Battery"": ""Yes"", ""In the Box"": ""Handset, Stereo Headset, Travel Adaptor, Data Cable, Product User Guide, Battery"", ""Video Player"": ""Yes, Suppo",http://www.flipkart.com/samsung-galaxy-on5/p/itmedhx3uy3qsfks?pid=MOBECCA5BJUVUGNP&ref=L%3A202924140307302999&srno=p_4&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,"'Samsung Galaxy J7'","Rs. 14,999",{},"{""GPRS"": ""Yes"", ""Removable Battery"": ""Yes"", ""Flash"": ""LED"", ""In the Box"": ""Handset, Travel Adapter, Data Cable, Headphone, Battery"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, MKV, WEBM, H.263",http://www.flipkart.com/samsung-galaxy-j7/p/itmeafbfjhsydbpw?pid=MOBE93GWSMGZHFSK&ref=L%3A202924140307302999&srno=p_5&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,"'Samsung Galaxy J2'","Rs. 8,499",{},"{""GPRS"": ""Yes"", ""Flash"": ""LED"", ""Phone Book Memory"": ""Yes"", ""Video Player"": ""Yes, Supports MP4, H.264, HD"", ""Internal"": ""8 GB"", ""Memory"": ""1 GB RAM, 8 ROM"", ""Network Type"": ""4G, 3G"", ""Type"": ""2000 mAh",http://www.flipkart.com/samsung-galaxy-j2/p/itmedwnguwumpdwg?pid=MOBEBFQEAFUN9F5E&ref=L%3A202924140307302999&srno=p_6&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,"'Samsung Galaxy J5'","Rs. 12,390",{},"{""GPRS"": ""Yes"", ""Removable Battery"": ""Yes"", ""Flash"": ""LED"", ""In the Box"": ""Handset, Travel Adapter, Data Cable, Headphone, Battery"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, MKV, WEBM, H.263",http://www.flipkart.com/samsung-galaxy-j5/p/itme9zhq5mwmshvt?pid=MOBE93GWRFFGPGRC&ref=L%3A202924140307302999&srno=p_7&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,"'Samsung Galaxy J7'","Rs. 14,999",{},"{""GPRS"": ""Yes"", ""Removable Battery"": ""Yes"", ""Flash"": ""LED"", ""In the Box"": ""Handset, Travel Adapter, Data Cable, Headphone, Battery"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, MKV, WEBM, H.263",http://www.flipkart.com/samsung-galaxy-j7/p/itmeafbyqp7kayav?pid=MOBE93GWZDQ4NJ9Z&ref=L%3A202924140307302999&srno=p_8&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,"'Samsung Guru E1200'","Rs. 1,254",{},"{""Operating Freq"": ""GSM - 900, 1800"", ""Model Name"": ""Guru E1200"", ""SIM Type"": ""Single Sim, GSM"", ""SAR Value"": ""0.873 W/kg"", ""Wifi"": ""No"", ""In the Box"": ""Handset, Battery, Charger, User Manual, Warrant",http://www.flipkart.com/samsung-guru-e1200/p/itme6gz6jczu5ygz?pid=MOBDADKKAEHYYA3G&ref=L%3A202924140307302999&srno=p_9&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,"'Samsung Galaxy J7'","Rs. 14,999",{},"{""GPRS"": ""Yes"", ""Removable Battery"": ""Yes"", ""Flash"": ""LED"", ""In the Box"": ""Handset, Travel Adapter, Data Cable, Headphone, Battery"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, MKV, WEBM, H.263",http://www.flipkart.com/samsung-galaxy-j7/p/itme9c8et7parvhy?pid=MOBE93GW9XJXNXES&ref=L%3A202924140307302999&srno=p_10&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,"'Samsung Guru E1200'","Rs. 1,060",{},"{""Operating Freq"": ""GSM - 900, 1800"", ""Model Name"": ""Guru E1200"", ""SIM Type"": ""Single Sim, GSM"", ""SAR Value"": ""At the Head - 1.25 W/Kg"", ""Wifi"": ""No"", ""Phone Book Memory"": ""1000"", ""Ringtone"": ""MP3, Po",http://www.flipkart.com/samsung-guru-e1200/p/itmeb6w98vmhffjy?pid=MOBDA2CFCQ6CFHTZ&ref=L%3A202924140307302999&srno=p_11&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,"'Samsung Evo 16 GB MicroSDHC Class 10 48 MB/s  Memory Card'","Rs. 350",{},"{""Width x Height x Depth"": ""15 x 11 x 1 mm"", ""Power Requirement"": ""2.7 - 3.6 V"", ""Card Class"": ""Class 10 Memory Card"", ""Weight"": ""0.5 g"", ""Card Type"": ""MicroSDHC"", ""Speed"": ""48 MB/s Read Speed"", ""Bran",http://www.flipkart.com/samsung-evo-16-gb-microsdhc-class-10-48-mb-s-memory-card/p/itmeag6xrhwgpxjg?pid=ACCE77WZH9EPDZU7&ref=L%3A202924140307302999&srno=p_12&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,"'Samsung Guru Music 2'","Rs. 1,690",{},"{""Operating Freq"": ""GSM - 900, 1800"", ""Model Name"": ""Guru Music 2"", ""SIM Type"": ""Dual Sim, GSM + GSM"", ""SAR Value"": ""0.87 W/kg"", ""Wifi"": ""No"", ""Phone Book Memory"": ""Yes"", ""Ringtone"": ""MP3"", ""Expandabl",http://www.flipkart.com/samsung-guru-music-2/p/itmdz9am8xehucbx?pid=MOBDZ9AMJ472Y9MW&ref=L%3A202924140307302999&srno=p_13&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,"'Samsung Z1'","Rs. 4,089","""'Key Features of Samsung Z1\n            \n\nDual Sim (GSM + WCDMA)\n4 inch PLS TFT Touchscreen\n3.1 MP Primary Camera\n1.2 GHz Dual Core Processor\n0.3 MP Secondary Camera\nTizen v2.3 OS\nWi-Fi Enab","{""GPRS"": ""Yes"", ""Operating Freq"": ""GSM - 850, 900, 1800, 1900; WCDMA - 2100"", ""Model ID"": ""SM-Z130HZWDINS/INU"", ""SIM Type"": ""Dual Sim, GSM + WCDMA"", ""Internet Features"": ""Email"", ""Processor"": ""1.2 GHz",http://www.flipkart.com/samsung-z1/p/itme5sznjcatfgz3?pid=MOBE3UN6CSXCP28A&ref=L%3A202924140307302999&srno=p_14&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,"'Samsung Guru Music 2'","Rs. 1,699",{},"{""Model Name"": ""Guru Music 2"", ""SIM Type"": ""Dual Sim"", ""Resolution"": ""Quarter QVGA, 128 x 160 Pixels"", ""Brand"": ""Samsung"", ""In the Box"": ""Handset, Battery, Charger, User Manual"", ""Internal"": ""NA"", ""Ha",http://www.flipkart.com/samsung-guru-music-2/p/itme2nghs6kxqj8b?pid=MOBE2NGHGZTCVGQW&ref=L%3A202924140307302999&srno=p_15&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,"'Samsung Galaxy A8'","Rs. 26,490",{},"{""Removable Battery"": ""No"", ""Flash"": ""LED"", ""In the Box"": ""Handset, Headset, Charger, USB Cable, User Guide"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM"", ""Intern",http://www.flipkart.com/samsung-galaxy-a8/p/itme9yntev8ptq8u?pid=MOBE9YNTHPHFRM62&ref=L%3A202924140307302999&srno=p_16&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,"'Samsung Galaxy J2'","Rs. 8,499",{},"{""GPRS"": ""Yes"", ""Removable Battery"": ""Yes"", ""Flash"": ""LED"", ""Phone Book Memory"": ""Yes"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, WMV, ASF, AVI, FLV, MKV, WEBM, HD"", ""Internal"": ""8 GB"", ""Memo",http://www.flipkart.com/samsung-galaxy-j2/p/itmedwngsppfrykr?pid=MOBEBFQE8UEKCYSD&ref=L%3A202924140307302999&srno=p_17&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,"'Samsung Guru E1200'","Rs. 1,240",{},"{""Operating Freq"": ""GSM - 900, 1800"", ""Model Name"": ""Guru E1200"", ""SIM Type"": ""Single Sim, GSM"", ""SAR Value"": ""0.873 W/kg"", ""Wifi"": ""No"", ""In the Box"": ""Handset, Battery, Charger, User Manual, Warrant",http://www.flipkart.com/samsung-guru-e1200/p/itmeb6wxfgbxphcw?pid=MOBDADMTTV7HXGTF&ref=L%3A202924140307302999&srno=p_18&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,"'Samsung Galaxy J1'","Rs. 6,410",{},"{""Removable Battery"": ""Yes"", ""Navigation Technology"": ""GPS, GLONASS"", ""Flash"": ""Yes"", ""In the Box"": ""1 Main Set, 1battery, 1travel Adaptor, 1data Cable, 1 Stereo Headset"", ""Video Player"": ""Supports MP",http://www.flipkart.com/samsung-galaxy-j1/p/itme8apx6kxczpzd?pid=MOBE56HEMBMHGY6H&ref=L%3A202924140307302999&srno=p_19&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,"'Samsung Galaxy J5'","Rs. 12,390",{},"{""GPRS"": ""Yes"", ""Removable Battery"": ""Yes"", ""Flash"": ""LED"", ""In the Box"": ""Handset, Travel Adapter, Data Cable, Headphone, Battery"", ""Video Player"": ""Yes, Supports MP4, M4V, 3GP, 3G2, MKV, WEBM, H.263",http://www.flipkart.com/samsung-galaxy-j5/p/itme9zfu2gwv52kz?pid=MOBE93GWSA63AU7V&ref=L%3A202924140307302999&srno=p_20&query=samsung&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,"'Adidas Football Studs'","Rs. 1,853","""'Key Features of Adidas Football Studs\n            \n\nOccasion: Sports'""","{""Color"": ""Black, White, Orane"", ""Occasion"": ""Sports"", ""Image Details"": ""Product shown in the image is of size 9"", ""Ideal For"": ""Men""}",http://www.flipkart.com/adidas-football-studs/p/itmececjt46wb3gs?pid=SHOECECJHYYFZCRJ&ref=L%3A-3528402595439688354&srno=p_1&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,"'Adidas YKING M Running Shoes'","Rs. 2,699",{},"{""Color"": ""CONAVY/EQTBLU/SILVMT"", ""Occasion"": ""Sports"", ""Ideal For"": ""Men""}",http://www.flipkart.com/adidas-yking-m-running-shoes/p/itmedvvm56f4qqv2?pid=SHOEDVVMUYXHCSDZ&ref=L%3A-3528402595439688354&srno=p_2&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,"'Adidas ADI PACER M Running Shoes'","Rs. 1,973","""'Key Features of Adidas ADI PACER M Running Shoes\n            \n\nOccasion: Sports'""","{""Color"": ""VISGRE/SILVMT/POWRED"", ""Occasion"": ""Sports"", ""Ideal For"": ""Men""}",http://www.flipkart.com/adidas-adi-pacer-m-running-shoes/p/itmeczfghbfz9q6p?pid=SHOECEHK6RTXZFZ7&ref=L%3A-3528402595439688354&srno=p_3&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,"'Adidas SONIC ATTACK Tennis Shoes'","Rs. 2,870",{},"{""Closure"": ""Laced"", ""Style"": ""Panel and Stitch Detail, Perforation Detail, Textured Detail"", ""Weight"": ""319 g (per single Shoe) - Weight of the product may vary depending on size."", ""Ideal For"": ""Men",http://www.flipkart.com/adidas-sonic-attack-tennis-shoes/p/itmefnmxqvj3f5dy?pid=SHOECZKG78XGG755&ref=L%3A-3528402595439688354&srno=p_4&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,"'Adidas ACE 15.4 FxG Football Studs'","Rs. 2,391","""'Key Features of Adidas ACE 15.4 FxG Football Studs\n            \n\nOccasion: Sports\nColor: Black, Orange'""","{""Closure"": ""Laced"", ""Style"": ""Panel and Stitch Detail, Textured Detail"", ""Weight"": ""386 g (per single Shoe) - Weight of the product may vary depending on size."", ""Ideal For"": ""Men"", ""Color"": ""Orange,",http://www.flipkart.com/adidas-ace-15-4-fxg-football-studs/p/itmefnmx7fnnguhn?pid=SHOECEHKEZZHPNFA&ref=L%3A-3528402595439688354&srno=p_5&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,"'Adidas ANTHER Hiking and Trekking Shoes'","Rs. 2,870",{},"{""Color"": ""UMBER/SYELLO/BLACK"", ""Occasion"": ""Sports"", ""Ideal For"": ""Men""}",http://www.flipkart.com/adidas-anther-hiking-trekking-shoes/p/itmecehk5bwjrhc6?pid=SHOECEHKHZNZ4Y6M&ref=L%3A-3528402595439688354&srno=p_6&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,"'Adidas Running Shoes'","Rs. 9,567","""'Key Features of Adidas Running Shoes\n            \n\nOccasion: Sports\nColor: Orange'""","{""Closure"": ""Laced"", ""Style"": ""Mesh Panel Detail, Panel and Stitch Detail, Textured Detail"", ""Weight"": ""391 g (per single Shoe) - Weight of the product may vary depending on size."", ""Ideal For"": ""Men""",http://www.flipkart.com/adidas-running-shoes/p/itmecehkhtcwsmcz?pid=SHOECEHKEGAZPH2E&ref=L%3A-3528402595439688354&srno=p_7&query=adidas&otracker=from-search,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
